id,name,text,trans
4001060030010,灯織,ずっと、当たり前にするんでしょ？,[pre-translate]你总是把这当成理所当然吧？
4001060030020,真乃,うん……,[pre-translate]嗯……
4001060030030,真乃,ずっとずっと、当たり前に──……,[pre-translate]总是，总是理所当然的──……
4001060030040,めぐる,──えっ、もう始まってるの！？,[pre-translate]──啊，已经开始了吗！？
4001060030050,めぐる,なんチャンだっけ！？\nえーっと…………,[pre-translate]是什么来着！？\n嗯……
4001060030060,めぐる,あ、わかった！\nありがとう！,[pre-translate]啊，知道了！\n谢谢！
4001060030070,めぐる,真乃はもうごはん食べた？,[pre-translate]真乃已经吃饭了吗？
4001060030080,めぐる,うん、わたしもばっちり！\nただちょっと……,[pre-translate]嗯，我也吃饱了！\n只是有点……
4001060030090,めぐる,くしゅっ…………,[pre-translate]咻……
4001060030100,めぐる,まだちょっと、髪が半乾き……\nえへへ……,[pre-translate]头发还有点湿……\n嘿嘿……
4001060030110,めぐる,半分乾いてるから大丈夫！,[pre-translate]因为只有一半干了，所以没关系！
4001060030120,めぐる,あ、スピーカーにしていい？,[pre-translate]啊，可以把扬声器打开吗？
0000000000000,テレビの音,『ガチ５分間クッキング対決、続いてのゲストは』──……,[pre-translate]『5分钟料理对决，接下来的嘉宾是』──……
4001060030130,めぐる,どう……？\nテレビの音うるさかったりする……？,[pre-translate]怎么样……？\n电视的声音会不会太吵……？
4001060030140,真乃,『大丈夫、めぐるちゃんの声しか聞こえないよっ』,[pre-translate]『没关系，只听得到めぐる酱的声音哦』
4001060030150,めぐる,よかったー！,[pre-translate]太好了！
4001060030160,真乃,『灯織ちゃん、どこで登場するのかな……』,[pre-translate]“灯织酱，会在哪里登场呢……”
4001060030170,めぐる,ね！　聞いておけばよかった……！,[pre-translate]是啊！如果听了就好了……！
4001060030180,めぐる,生放送だし、正確な時間はわからないかもだけど……,[pre-translate]虽然是直播，但具体时间可能不确定……
4001060030190,真乃,『そ、そっか……そうだよね、生放送だから……』,[pre-translate]“是、是啊……对呢，因为是直播……”
4001060030200,めぐる,うん……,[pre-translate]嗯……
4001060030210,めぐる,……どうしよう、真乃,[pre-translate]……怎么办，真乃
4001060030220,めぐる,なんかドキドキしてきた,[pre-translate]有点心跳加速了
4001060030230,真乃,『ほわ……め、めぐるちゃんも……っ』,[pre-translate]“呼哇……我、我也……”
4001060030240,めぐる,えっ、真乃も……！？,[pre-translate]诶，真乃也……！？
4001060030250,真乃,『う、うん……』,[pre-translate]“嗯、嗯……”
4001060030260,真乃,『……心配でドキドキ、じゃなくて……』,[pre-translate]“……不是因为担心而心跳加速，而是……”
4001060030270,めぐる,うんうん……！,[pre-translate]嗯嗯……！
4001060030280,真乃,『なんだか、自分のことみたいにドキドキして……』,[pre-translate]“总觉得，自己也像是在心跳加速一样……”
4001060030290,めぐる,わかる……！,[pre-translate]懂得……！
4001060030300,真乃,『あっ』,[pre-translate]『啊』
4001060030301,真乃＆めぐる,灯織！！,[pre-translate]灯织！！
4001060030302,真乃＆めぐる,────……！,[pre-translate]────……！
4001060030310,めぐる,──わたしたち、よく話してるんだー！,[pre-translate]──我们经常聊天的啊！
4001060030320,めぐる,おばあちゃんになっても、\nずーっとイルミネでいたいねって！,[pre-translate]就算变成老奶奶，也要一直待在Illumination Stars啊！
4001060030330,灯織,もう……めぐる？,[pre-translate]已经……めぐる？
4001060030340,めぐる,えっ、話したよね！？　ね、真乃！,[pre-translate]诶，我们不是已经聊过了吗！？对吧，真乃！
4001060030350,真乃,ふふ、うんっ,[pre-translate]嘿嘿，嗯嗯
4001060030360,灯織,そうじゃなくて、話がテーマからずれてる,[pre-translate]不是这个意思，离题了啊
4001060030370,灯織,ほら、トークテーマからやり直すよ\n……イルミネーションスターズの願いはなんですか──,[pre-translate]来吧，重新回到话题上来……Illumination Stars的愿望是什么呢──
0000000000000,番組ディレクター,いやあ\nこんなに仲が良い子たち、なかなかいないよ,[pre-translate]哎呀，这么要好的孩子们，真是不多见啊
0000000000000,番組ディレクター,トークでもそれがすごく伝わってくる,[pre-translate]在谈话中也能感受到这一点
0000000000000,番組ディレクター,……イルミネちゃんたち、ほんと大事にしてあげてね？,[pre-translate]……要好好珍惜Illumination小姐们哦？
0000000000000,プロデューサー,ええ、しっかりと\nありがとうございます,[pre-translate]嗯，当然\n非常感谢您的关心
0000000000000,番組ディレクター,……うん、まあ２８３さんなら大丈夫だと思うけどさ,[pre-translate]……嗯，不过我相信283 Production的话，应该没问题吧
0000000000000,番組ディレクター,駆け出しの頃はいいのよ\nがむしゃらに走ればいいんだから,[pre-translate]刚开始的时候就好了啊，\n只要拼命地跑就好了啊。
0000000000000,番組ディレクター,目標も夢もゴールも同じで、\n楽しく切磋琢磨できるわけ,[pre-translate]目标、梦想和终点都是一样的，\n可以愉快地切磋琢磨。
0000000000000,番組ディレクター,問題はそこから先\nやりたいことが変わったり、気持ちの変化があったり……,[pre-translate]问题在于之后，\n想做的事情改变了，心情也变了……
0000000000000,番組ディレクター,この子たち見てると、たまに怖いもの\nあまりにも仲が良すぎて,[pre-translate]看着这些孩子，有时候会感到害怕，\n他们的关系太好了。
0000000000000,プロデューサー,…………,[pre-translate]…………
0000000000000,番組ディレクター,まだ10代だから仕方ないかもしれないけど,[pre-translate]因为还只有十几岁，所以也许没办法，\n真的『一直在一起』是不可能的。
0000000000000,番組ディレクター,本当に『ずっと一緒』なんて、あるわけないんだから,[pre-translate]制作人，你带来了粉丝信吗？
0000000000000,プロデューサー,ファンレター、持ってきてたのか？,[pre-translate]……带来了，这是三个人的。
4001060030380,真乃,……は、はい……っ\n最近いただいたものをお借りしています,[pre-translate]……是，是的……\n我借了最近收到的信。
0000000000000,プロデューサー,はは、借りているというか……\n３人のものだよ、それは,[pre-translate]哈哈，借了吗……\n那是三个人的信啊。
4001060030390,真乃,…………,[pre-translate]…………
0000000000000,プロデューサー,あ、その手紙……\nいつもの子からだよな,[pre-translate]啊，那封信……\n是那个孩子写的吧。
4001060030400,真乃,ほわ……？,[pre-translate]哇……？
0000000000000,プロデューサー,流れ星の封筒\n……中学生の子じゃないか？,[pre-translate]流星信封……\n不是中学生吗？
4001060030410,真乃,そ、そうです……っ\n……いつもと、同じ方からです,[pre-translate]是、是的……\n……是和平常一样的人写的。
4001060030420,真乃,……今回は新曲の感想をいただきました\nお友達の分も,[pre-translate]……这次收到了新曲的感想\n也代朋友一起收到了
0000000000000,プロデューサー,ああ……\nじゃあ、また次の握手会で御礼を言わなくちゃな,[pre-translate]啊啊……\n那么，下次握手会再道谢吧
4001060030430,真乃,ふふ\nはい、きっと……っ,[pre-translate]呵呵\n好的，一定……的
0000000000000,プロデューサー,本当は、知っていた,[pre-translate]其实，我早就知道了
0000000000000,プロデューサー,最近、その子たちが姿を見せていないことを,[pre-translate]最近，那些孩子们没有露面的事情
0000000000000,プロデューサー,次の握手会に来てくれるかもわからないことを,[pre-translate]不知道他们会不会来下次的握手会
0000000000000,プロデューサー,真乃は……どうだろう\n気付いているのだろうか,[pre-translate]真乃……会注意到吗\n她有没有发觉呢
4001060030440,めぐる,応援ありがとう！\nこれから、もーっと頑張るねっ！,[pre-translate]谢谢你的支持！\n今后也会更加努力的！
4001060030450,真乃,——……本当ですか……ほわぁ……\nいつも応援してくれて、ありがとうございますっ,[pre-translate]——……真的吗……哇……\n一直以来都支持我，谢谢你了
4001060030460,灯織,あ、その……今日は、来てくれて\nあ、ありがとう……ございますっ！,[pre-translate]啊，那个……今天来了啊\n啊，谢谢……了！
4001060030470,灯織,え？　そ、そうなんです\n新しい衣装……可愛いですよね,[pre-translate]嗯？是，是吗\n新的服装……很可爱呢
4001060030480,灯織,これからも、私たちをよろしくお願いします……！,[pre-translate]今后也请多多关照……！
0000000000000,off,大丈夫大丈夫！\n家だって隣だし、クラスだって隣の隣じゃん！,[pre-translate]没事没事！\n家里也住在隔壁，班级里也是相邻的！
0000000000000,off,忙しくてもさ、チェインで話そう！\nツイスタでもいいし！,[pre-translate]就算忙也可以用聊天软件聊天吧！\n就算是玩推特也行！
0000000000000,off,あと、休みの日は普通に遊べるじゃん？,[pre-translate]还有，休息日也可以一起玩啊！
0000000000000,off,これってさ、いままでと変わらなくない？,[pre-translate]这个，不是跟以前一样吗？
0000000000000,off,ぜんぜん変わらない,[pre-translate]完全没有变化
0000000000000,off,……でしょ！？,[pre-translate]……是吧！？
0000000000000,MC,続いての登場は──……\nイルミネーションスターズ！,[pre-translate]接下来登场的是──\nIllumination Stars！
4001060030490,めぐる,こんにちはー！\nイルミネーションスターズです……！,[pre-translate]大家好！\n我们是Illumination Stars……！
4001060030500,灯織,この時間は私たち３人でお届けします,[pre-translate]这个时间我们三个人一起为大家服务
4001060030510,真乃,みなさん、楽しんでますか……っ,[pre-translate]大家，玩得开心吗……
4001060030520,めぐる,１階席のみんなー、２階席のみんなー！,[pre-translate]一楼的大家，二楼的大家！
4001060030530,灯織,みなさんの顔、ちゃんと見えてますから……！,[pre-translate]我们能够看到大家的脸……！
0000000000000,プロデューサー,真乃も、灯織も、めぐるも、\n客席に向かって大きく手を振っていた,[pre-translate]真乃、灯織、Meguru\n向客人们挥手致意。
0000000000000,プロデューサー,ステージと客席は、遠いようで近いから,[pre-translate]舞台和观众席，虽然看起来很遥远，但实际上很近。
0000000000000,プロデューサー,その手で触れようとするかのように、\n大きく大きく──……,[pre-translate]大家都想要触摸到这个距离，\n所以大家一起挥起手来──……
info,game_event_communications/400106003.json,,
译者,,,
