id,name,text,trans
0000000000000,アナウンス,イルミネーションスターズ\n『ハイタッチ会』間もなく開始いたします,[pre-translate]即将开始“握手会”活动。
0000000000000,アナウンス,整理券をお持ちの方は──……,[pre-translate]请持有整理券的客人……
4001060040010,真乃,はじめて来てくださったんですか\nありがとうございます……っ,[pre-translate]欢迎来到我们的活动。非常感谢您的到来……
4001060040020,真乃,あ、あの櫻木真乃です\nどうぞよろしくお願いします,[pre-translate]我是樱木真乃，请多多关照。
4001060040030,真乃,あの、せーので、ハイタッチで……\nはい……っ,[pre-translate]请准备好，一起来进行握手吧……好的……
4001060040040,真乃,……せーのっ,[pre-translate]……开始！
0000000000000,スタッフ,時間、ちょっと押し気味ですかね\n想定よりも集まってくださっているので──,[pre-translate]时间有点拖延了呢。因为比预想中的人数还要多……
0000000000000,スタッフ,早めにはがしましょうか,[pre-translate]要不要提前结束呢？
0000000000000,プロデューサー,そうですね……,[pre-translate]嗯……
0000000000000,プロデューサー,いえ、でも、後から並んでくれた方にも、\nできるだけ同じように楽しんでいただきたいので──,[pre-translate]不过，因为后来排队的客人也想要享受同样的乐趣……
0000000000000,プロデューサー,真乃、灯織、めぐるも、そう考えるはずだ,[pre-translate]真乃、灯織和めぐる也一定会这么想的。
0000000000000,プロデューサー,その気持ちを、サポートしてあげたい,[pre-translate]我们要支持他们的想法。
4001060040050,灯織,いきますよ……\nせーのっ,[pre-translate]开始吧……\n开始！
4001060040060,灯織,………っ\nありがとうございました……！,[pre-translate]……谢谢您！
0000000000000,スタッフ,よし、じゃあ列がスムーズに流れるようにしましょう\nそれで時間を巻く形で……！,[pre-translate]好的，那么我们要让队伍更加顺畅……为了节约时间……
0000000000000,スタッフ,手が足りないかもしれないので、\nちょっと応援に行ってきます,[pre-translate]可能会有不够的人手，\n我去帮忙一下。
0000000000000,プロデューサー,ええ、よければ私も……！,[pre-translate]好的，如果可以的话我也……！
0000000000000,プロデューサー,押さないようにお願いします\n一定間隔を保って、お進みください──……,[pre-translate]请不要推，\n请保持一定间隔前进──……
0000000000000,少女,きゃっ……,[pre-translate]啊……
0000000000000,プロデューサー,……！　大丈夫ですか,[pre-translate]……！没事吧？
0000000000000,少女,は、はい！\n大丈夫です……！,[pre-translate]啊，没事……！
0000000000000,プロデューサー,スマホを見ながらだと危ないので、\nよければ……,[pre-translate]看着手机走路很危险，\n如果可以的话……
0000000000000,少女,で、ですよね\nすみません……！,[pre-translate]是，是呢\n对不起……！
0000000000000,プロデューサー,（──……今の子、もしかして……）,[pre-translate]（──……这个孩子，难道……）
0000000000000,スタッフ,次の方、どうぞ──……！,[pre-translate]请下一位──……！
4001060040070,めぐる,あーっ！,[pre-translate]啊！
0000000000000,少女,めぐるちゃん！,[pre-translate]めぐる酱！
4001060040080,めぐる,わーっ！　久しぶり！\n来てくれてありがとう！,[pre-translate]哇！好久不见！\n谢谢你来了！
0000000000000,少女,ごめんね、最近来られなくて………！,[pre-translate]对不起，最近没来得及………！
4001060040090,めぐる,ううん！　全然！\n今顔を見られたことが嬉しいよー！,[pre-translate]没关系！完全没关系！\n现在能见到你我很开心啊！
4001060040100,めぐる,今日はお友達も一緒？,[pre-translate]今天没有和朋友一起来吗？
0000000000000,少女,あっ……,[pre-translate]啊……
0000000000000,少女,ごめんね、今日は私だけで、\nそれで、あの……,[pre-translate]对不起，今天只有我一个人，\n那个……
0000000000000,スタッフ,すんません！\nそろそろハイタッチのほう……,[pre-translate]不好意思！\n差不多该来个击掌了……
0000000000000,少女,あ、すみません……\n本当に……っ,[pre-translate]啊，对不起……\n真的……
4001060040110,めぐる,そっかそっか、そんなに謝らないでー！,[pre-translate]没事没事，不用这么道歉啦！
4001060040120,めぐる,笑顔でハイタッチ、しよう！,[pre-translate]微笑着来个击掌吧！
0000000000000,少女,う、うん……！,[pre-translate]嗯、好的……！
0000000000000,少女,そうだよね、笑顔で……！,[pre-translate]对，微笑着……！
0000000000000,少女,……………………,[pre-translate]……………………
0000000000000,少女,はぁ……,[pre-translate]哈啊……
0000000000000,少女,ごめんね、めぐるちゃん,[pre-translate]对不起，梅古鲁酱。
0000000000000,少女,真乃ちゃん、灯織ちゃん……,[pre-translate]真乃酱，灯织酱……
0000000000000,少女,みんなの列に並んだのに……\n結局……誰にも言えなかった……,[pre-translate]虽然排在大家的队伍里……\n但最后……还是没能告诉任何人……
0000000000000,少女,もう友達は来ません、って,[pre-translate]已经没有朋友来了，呢。
4001060040130,灯織,………………,[pre-translate]………………
0000000000000,プロデューサー,あれ、灯織……？\nいたのか,[pre-translate]咦，灯織……？\n你在这啊
4001060040140,灯織,プロデューサー……！\nすみません……！　もう帰ります……！,[pre-translate]制作人……！\n对不起……！我这就回去……！
0000000000000,プロデューサー,いや、急かす意味じゃないよ\nもう誰もいないかと思っただけなんだ,[pre-translate]不是催你赶紧走啦\n只是以为没人了而已
