id,name,text,trans
4001060080010,off,ずっと、なんてないのかも,[pre-translate]也许没有什么是永远的
4001060080020,off,絶対、というのもないのかも,[pre-translate]也许没有什么是绝对的
4001060080030,off,……\n私たち……ずっと……,[pre-translate]我们……永远……
4001060080040,off,ずっとイルミネーションスターズでいよう,[pre-translate]永远都要在Illumination Stars里面呆着
4001060080050,off,言葉は,[pre-translate]不是约定，也不是誓言的话
4001060080060,off,約束でも誓いでもなくて,[pre-translate]那是什么呢？
4001060080070,灯織,やり直すよ\n……イルミネーションスターズの願いはなんですか──,[pre-translate]我们要重新开始\n……Illumination Stars的愿望是什么呢？
4001060080080,真乃,……願い……,[pre-translate]……愿望……
4001060080090,めぐる,願いかぁ……,[pre-translate]愿望吗……
4001060080100,灯織,願いって言われると難しくない？,[pre-translate]说起愿望来就变得困难了呢？
4001060080110,めぐる,３人でやりたいことなら\nいくらでもあるんだけどなー！,[pre-translate]三个人想做的事情\n可是有很多的啊！
4001060080120,灯織,……たとえば？,[pre-translate]……比如？
4001060080130,めぐる,甘味処で全部のメニューを注文するとか！,[pre-translate]在甜品店里点完所有的菜单！
4001060080140,灯織,……うん、そういうことじゃないと思う,[pre-translate]……嗯，我觉得不是这样的
4001060080150,めぐる,でしょ！？,[pre-translate]对吧！？
4001060080160,真乃,……みんなでずっと一緒に、とか……？,[pre-translate]……大家一直在一起，这样的话……？
4001060080170,灯織,……それはありかも,[pre-translate]……也许可以考虑一下
4001060080180,めぐる,うんうん！,[pre-translate]嗯嗯！
4001060080190,めぐる,あ！　あれは！？,[pre-translate]啊！那是！？
4001060080200,めぐる,わたしたちがいつも言ってること！,[pre-translate]我们一直说的话！
0000000000000,プロデューサー,この手紙も……\n……よし、問題なし,[pre-translate]这封信也……\n……好的，没问题
0000000000000,プロデューサー,この手紙も、大丈夫……,[pre-translate]这封信也没问题……
0000000000000,プロデューサー,本当にいろんな星の絵柄がたくさん……,[pre-translate]真的有很多不同星星的图案……
0000000000000,プロデューサー,星……,[pre-translate]星星……
0000000000000,プロデューサー,ファンにとっては……\n星なんだ、本当に,[pre-translate]对于粉丝来说……\n星星真的很重要
0000000000000,off,だから,[pre-translate]所以
0000000000000,off,願いか、祈り,[pre-translate]愿望，祈祷
0000000000000,off,そういうものが、\n彼女たちに託されているのかも,[pre-translate]也许这样的东西，\n就被托付给了她们
0000000000000,off,──それから、彼女たち自身も同じように……,[pre-translate]──而她们自己也一样……
4001060080210,真乃,ほわぁ……\nお客さん、いっぱいだね……っ,[pre-translate]哇……\n观众好多啊……
4001060080220,めぐる,客席の光もすごい！\n宇宙みたい……！,[pre-translate]观众席的灯光好厉害！\n像是宇宙一样……！
0000000000000,プロデューサー,はは、開演したら、\nきっともっと光が増えるよ,[pre-translate]哈哈，演出开始后，\n灯光肯定会更加璀璨的。
0000000000000,オーディオプレイヤー,──────♪,[pre-translate]──────♪
4001060080230,めぐる,ね、この客席にいるかなぁ？,[pre-translate]呐，坐在这个观众席上的人在哪呢？
4001060080240,灯織,ん……？,[pre-translate]嗯……？
4001060080250,めぐる,これまで握手した人とか,[pre-translate]之前握手过的人之类的
4001060080260,灯織,…………,[pre-translate]…………
4001060080270,灯織,ハイタッチした人とか？,[pre-translate]跟我击掌过的人之类的？
4001060080280,めぐる,そうそう！,[pre-translate]对对对！
4001060080290,真乃,手紙をくれた人とか……？,[pre-translate]给我写信的人之类的……？
4001060080300,めぐる,うんうん！,[pre-translate]嗯嗯！
4001060080310,真乃,……いるかな？,[pre-translate]……会在这里吗？
4001060080320,灯織,どうだろう\nいてくれるといいけど,[pre-translate]不知道呢，\n希望他们在这里就好了。
4001060080330,off,はじまりとはまるで違う広い会場を、\n光で埋めることができるようになって,[pre-translate]为了让这个比起以前更加广阔的场馆，\n能够被灯光所填满，
4001060080340,off,代わりに、ひとりひとりの顔は\n少しだけ小さくなって,[pre-translate]代价就是每个人的脸都\n变得稍微小了一些。
4001060080350,off,あの日手が届いた誰かは、\nもうこの客席にはいないのかもしれない──でも,[pre-translate]那一天，我们或许再也见不到那个曾经触手可及的人了，但是……
4001060080360,めぐる,……いるよ、絶対！,[pre-translate]才不会呢，一定还在这个宇宙的某个角落里！
4001060080370,めぐる,この宇宙のどこかに！,[pre-translate]所以……我们要唱歌！
4001060080380,めぐる,……だから……歌おう！,[pre-translate]为了让那些曾经活过的人，和他们的时间一起永存下去。
0000000000000,off,誰かが生きた時間と一緒に、歌が生き続けるように,[pre-translate]让歌声永远传承下去。
0000000000000,off,いつかどこかで、歌を聞いたあの日に戻れるように,[pre-translate]为了有一天，我们能够回到听到这首歌的那一天。
0000000000000,off,そういう願いを込めて,[pre-translate]这就是我们的愿望。
0000000000000,プロデューサー,今日も客席の光をたくさん受け取ろう,[pre-translate]今天也要好好接受观众的光辉。
0000000000000,プロデューサー,そうすれば３人の光もお客さんに届くから\nきっと……,[pre-translate]这样，三人的光芒也一定能够传达给观众……
select,,絶対に！,[pre-translate]一定能！
4001060080381,一同,はい……っ,[pre-translate]好的……！
4001060080390,真乃,──……輝きをみんなに届けよう,[pre-translate]——让我们把光芒传递给大家吧。
4001060080391,一同,イルミネーションスターズ……！,[pre-translate]Illumination Stars……！
info,game_event_communications/400106008.json,,
译者,,,
