id,name,text,trans
0000000000000,街の声,ああ……\nイルミネーションスターズ！？,"[pre-translate]啊啊……
Illumination Stars！？"
0000000000000,街の声,俺、デビュー当時のライブ行ったよ！,[pre-translate]我去过他们出道时的演唱会！
0000000000000,街の声,いやほんとガチガチに緊張してて……\nステージは……正直に言えば全然だったけど……,"[pre-translate]那时候我紧张得要死……
说实话，他们的表演……一点也不好……"
0000000000000,街の声,でも、光るものは感じたなあ……！\nあの時から何かを持ってる子たちだったよ、うん……！,"[pre-translate]但是，我感受到了闪耀的东西……！
那时候他们就是有着什么特别的孩子，对啊……！"
0000000000000,街の声,最近？,[pre-translate]最近呢？
0000000000000,街の声,最近は……ごめん\nあんまり追いかけてないかな,"[pre-translate]最近……抱歉
我没有怎么追他们了"
0000000000000,街の声,今、俺的に熱いのは地下ドル！\nとにかくバラエティ豊かで面白いんだって！,"[pre-translate]现在，我最热衷的是地下偶像！
总之很有趣，种类也很多！"
0000000000000,街の声,いや、ほんとちょっと語らせてもらってもいい？\nごめんだけど３時間は止まらないから──……,"[pre-translate]抱歉，可以让我说一下吗？
但是我不能停留三个小时──……"
0000000000000,プロデューサー,……では、来週のストアイベントもよろしくお願いします,[pre-translate]……那么，请下周的商店活动也多多关照
0000000000000,スタッフ,はい、次は晴れることを願って！,[pre-translate]好的，希望天气能够放晴！
4001060060010,めぐる,晴れますように！\nよろしくお願いします……！,"[pre-translate]希望能放晴！
请多多关照……！"
0000000000000,プロデューサー,ありがとうな、めぐる\n一緒に来てもらって,"[pre-translate]谢谢你，Meguru
一起来真是太好了"
4001060060020,めぐる,ううん！　わたしもご挨拶したかったから！\n次こそ屋外ステージで──……,"[pre-translate]不，我也想来打个招呼！
下次一定要在户外舞台上表演──……"
4001060060030,めぐる,あ……,[pre-translate]啊……
0000000000000,プロデューサー,どうした？,[pre-translate]怎么了？
4001060060040,めぐる,ぷ、プロデューサー、ごめん！\nちょっとだけ待っててもらってもいい……？,[pre-translate]对、对不起，制作人！\n可以稍微等我一下吗……？
4001060060050,めぐる,友達見つけたの……！\n軽く挨拶だけしてもいいかな……！,[pre-translate]我找到朋友了……！\n可以稍微打个招呼吗……？
0000000000000,プロデューサー,ああ、もちろん！\nゆっくり喋っておいで,[pre-translate]啊，当然可以！\n慢慢聊吧。
4001060060060,めぐる,ごめん、ありがとう！\nすぐ戻るから……！,[pre-translate]对不起，谢谢！\n我马上回来……！
0000000000000,女子高生,……あれっ、めぐる！？\n偶然じゃーん！！,[pre-translate]……啊，是めぐる！？\n真巧啊！！
4001060060070,めぐる,ねー、久しぶり……！\n元気してたー！？,[pre-translate]嘿，好久不见……！\n你还好吗！？
0000000000000,女子高生,元気元気！\nめぐるは……って聞くまでもないかもだけど～？,[pre-translate]很好很好！\n不用问我了吧～？
4001060060080,めぐる,えへへ……\nお察しの通り、元気だよー！,[pre-translate]嘿嘿……\n正如你所想，我很好啊！
0000000000000,プロデューサー,…………はは,[pre-translate]…………哈哈
0000000000000,プロデューサー,さすが友達、と言ったらいいのかな\nテンションがめぐると一緒……,[pre-translate]真是好朋友啊，该怎么形容呢\n和めぐる的气氛一样高涨……
4001060060090,めぐる,プロデューサー、お待たせ！,[pre-translate]制作人，等你久了！
0000000000000,プロデューサー,お、もういいのか？,[pre-translate]哦，可以走了吗？
